Rank,Title,Best Quartile,Publisher,Core Collection
362,Kidney International,Q1,Elsevier Science Inc,Science Citation Index Expanded
363,Cold Spring Harbor perspectives in biology,Q1,Cold Spring Harbor Lab Press,Science Citation Index Expanded
364,Annals of Internal Medicine,Q1,Amer Coll Physicians,Science Citation Index Expanded
365,Earth-Science Reviews,Q1,Elsevier,Science Citation Index Expanded | Scopus
366,Journal of Organizational Behavior,Q1,Wiley,Social Sciences Citation Index | Scopus
367,Journal of Personality and Social Psychology,Q1,Amer Psychological Assoc,Social Sciences Citation Index
368,MIS Quarterly: Management Information Systems,Q1,, | Scopus
369,Arthritis and Rheumatology,Q1,, | Scopus
370,Journal of Retailing,Q1,Elsevier Science Inc,Social Sciences Citation Index
371,Biological Psychiatry,Q1,Elsevier Science Inc,Science Citation Index Expanded
372,Comparative Political Studies,Q1,Sage Publications Inc,Social Sciences Citation Index
373,Communication Methods and Measures,Q1,Routledge Journals,Social Sciences Citation Index
374,Personnel Psychology,Q1,Wiley,Social Sciences Citation Index
375,IEEE Internet of Things Journal,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
376,IEEE Transactions on Sustainable Energy,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
377,Journal of Allergy and Clinical Immunology,Q1,Mosby-Elsevier,Science Citation Index Expanded
378,IMF Economic Review,Q1,Palgrave Macmillan Ltd,Social Sciences Citation Index
379,Immunological Reviews,Q1,Wiley,Science Citation Index Expanded | Scopus
380,IEEE Transactions on Power Systems,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
381,Microbiology and Molecular Biology Reviews,Q1,Amer Soc Microbiology,Science Citation Index Expanded
382,Microbiome,Q1,Bmc,Science Citation Index Expanded
383,Current Opinion in Cell Biology,Q1,Current Biology Ltd,Science Citation Index Expanded
384,Journal of Financial and Quantitative Analysis,Q1,Cambridge Univ Press,Social Sciences Citation Index
385,Blood Cancer Journal,Q1,Springernature,Science Citation Index Expanded
386,ACM Transactions on Graphics,Q1,Assoc Computing Machinery,Science Citation Index Expanded
387,GigaScience,Q1,Oxford Univ Press,Science Citation Index Expanded
388,Annual Review of Animal Biosciences,Q1,Annual Reviews,Science Citation Index Expanded | Scopus
389,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Q1,, | Scopus
390,Computers and Education,Q1,, | Scopus
391,Journal of Operations Management,Q1,Wiley,Science Citation Index Expanded | Social Sciences Citation Index
392,Educational Psychologist,Q1,Routledge Journals,Social Sciences Citation Index
393,European Business Review,Q1,Emerald Group Publishing Ltd,Emerging Sources Citation Index
394,Journal of Cell Biology,Q1,Rockefeller Univ Press,Science Citation Index Expanded
395,Journal of the American Academy of Child and Adolescent Psychiatry,Q1,Elsevier Science Inc,Science Citation Index Expanded | Social Sciences Citation Index
396,Automatica,Q1,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded
397,Plant Cell,Q1,Oxford Univ Press Inc,Science Citation Index Expanded
398,Research Policy,Q1,Elsevier,Social Sciences Citation Index | Scopus
399,Small Methods,Q1,Wiley-V C H Verlag Gmbh,Science Citation Index Expanded
400,JAMA Surgery,Q1,Amer Medical Assoc,Science Citation Index Expanded
401,ISME Journal,Q1,Springernature,Science Citation Index Expanded
402,Journal of Advances in Modeling Earth Systems,Q1,Amer Geophysical Union,Science Citation Index Expanded
403,Progress in Human Geography,Q1,Sage Publications Ltd,Social Sciences Citation Index
404,European Journal of Political Research,Q1,Wiley,Social Sciences Citation Index
405,Cancer Treatment Reviews,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
406,Clinical Microbiology and Infection,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
407,"Lancet Planetary Health, The",Q1,,
408,Trends in Genetics,Q1,Cell Press,Science Citation Index Expanded
409,Trends in Cancer,Q1,Cell Press,Science Citation Index Expanded
410,Operations Research,Q1,Informs,Science Citation Index Expanded | Social Sciences Citation Index
411,International Journal of Machine Tools and Manufacture,Q1,, | Scopus
412,Critical Care,Q1,Bmc,Science Citation Index Expanded
413,Biometrika,Q1,Oxford Univ Press,Science Citation Index Expanded
414,Educational Psychology Review,Q1,Springer/Plenum Publishers,Social Sciences Citation Index
415,Tourism Management,Q1,Elsevier Sci Ltd,Social Sciences Citation Index
416,Cell Death and Differentiation,Q1,Springernature,Science Citation Index Expanded
417,Cancer Immunology Research,Q1,Amer Assoc Cancer Research,Science Citation Index Expanded
418,Cellular and Molecular Immunology,Q1,, | Scopus
419,Molecular Psychiatry,Q1,Springernature,Science Citation Index Expanded
420,Nano Letters,Q1,Amer Chemical Soc,Science Citation Index Expanded
421,IEEE Transactions on Fuzzy Systems,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
422,Nature Food,Q1,Nature Portfolio,Science Citation Index Expanded
423,Journal of Extracellular Vesicles,Q1,Wiley,Science Citation Index Expanded | Scopus
424,Frontiers in Ecology and the Environment,Q1,Wiley,Science Citation Index Expanded | Scopus
425,Human Relations,Q1,Sage Publications Ltd,Social Sciences Citation Index
426,Health Affairs,Q1,Project Hope,Science Citation Index Expanded | Social Sciences Citation Index
427,Global Strategy Journal,Q1,Wiley,Social Sciences Citation Index
428,Trends in Microbiology,Q1,Cell Press,Science Citation Index Expanded
429,Nature reviews. Rheumatology,Q1,, | Scopus
430,Periodontology 2000,Q1,Wiley,Science Citation Index Expanded | Scopus
431,Political Behavior,Q1,Springer/Plenum Publishers,Social Sciences Citation Index
432,Autophagy,Q1,Taylor & Francis Inc,Science Citation Index Expanded
433,European Heart Journal,Q1,Oxford Univ Press,Science Citation Index Expanded
434,IEEE Transactions on Neural Networks and Learning Systems,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
435,BMC Medicine,Q1,Bmc,Science Citation Index Expanded
436,"Philosophical Review, The",Q1,,
437,Annals of Tourism Research,Q1,Pergamon-Elsevier Science Ltd,Social Sciences Citation Index
438,Molecular Therapy,Q1,Cell Press,Science Citation Index Expanded
439,Molecular Biology and Evolution,Q1,Oxford Univ Press,Science Citation Index Expanded
440,ACS Materials Letters,Q1,Amer Chemical Soc,Science Citation Index Expanded
441,IEEE Transactions on Cognitive Communications and Networking,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
442,Foundations and Trends in Communications and Information Theory,Q1,Now Publishers Inc,Emerging Sources Citation Index
443,Organizational Behavior and Human Decision Processes,Q1,Academic Press Inc Elsevier Science,Social Sciences Citation Index
444,Journal for ImmunoTherapy of Cancer,Q1,Bmj Publishing Group,Science Citation Index Expanded
445,Journal of the American Statistical Association,Q1,Taylor & Francis Inc,Science Citation Index Expanded
446,Small,Q1,Wiley-V C H Verlag Gmbh,Science Citation Index Expanded
447,Journal of International Economics,Q1,Elsevier,Social Sciences Citation Index
448,Experimental and Molecular Medicine,Q1,Springernature,Science Citation Index Expanded
449,Leukemia,Q1,Springernature,Science Citation Index Expanded
450,ILR Review,Q1,Sage Publications Inc,Social Sciences Citation Index
451,International Journal of Computer Vision,Q1,Springer,Science Citation Index Expanded | Scopus
452,Protein and Cell,Q1,, | Scopus
453,American Psychologist,Q1,Amer Psychological Assoc,Social Sciences Citation Index
454,Journal of Clinical Epidemiology,Q1,Elsevier Science Inc,Science Citation Index Expanded
455,Journal of the European Mathematical Society,Q1,European Mathematical Soc-Ems,Science Citation Index Expanded
456,Diabetologia,Q1,Springer,Science Citation Index Expanded | Scopus
457,Annual Reviews in Control,Q1,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded
458,IEEE Transactions on Power Electronics,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
459,Cement and Concrete Composites,Q1,, | Scopus
460,Water Research,Q1,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded
461,Journal of Public Administration Research and Theory,Q1,Oxford Univ Press,Social Sciences Citation Index
462,Journal of Human Resources,Q1,Univ Wisconsin Press,Social Sciences Citation Index
463,Internet and Higher Education,Q1,Elsevier Science Inc,Social Sciences Citation Index
464,Biofuel Research Journal,Q1,, | Scopus
465,Quantitative Economics,Q1,Wiley,Social Sciences Citation Index
466,Public Administration Review,Q1,Wiley,Social Sciences Citation Index
467,ISPRS Journal of Photogrammetry and Remote Sensing,Q1,Elsevier,Science Citation Index Expanded | Scopus
468,npj Quantum Information,Q1,Nature Portfolio,Science Citation Index Expanded
469,Educational Researcher,Q1,Sage Publications Inc,Social Sciences Citation Index
470,Evolution Letters,Q1,Oxford Univ Press,Science Citation Index Expanded
471,Sports Medicine,Q1,Adis Int Ltd,Science Citation Index Expanded
472,Alzheimer's and Dementia,Q1,, | Scopus
473,Foundations and Trends in Theoretical Computer Science,Q1,Now Publishers Inc,Emerging Sources Citation Index
474,JCI insight,Q1,Amer Soc Clinical Investigation Inc,Science Citation Index Expanded
475,Ecological Monographs,Q1,Wiley,Science Citation Index Expanded | Scopus
476,Persoonia: Molecular Phylogeny and Evolution of Fungi,Q1,, | Scopus
477,EMBO Reports,Q1,Wiley,Science Citation Index Expanded
478,Nature Astronomy,Q1,Nature Portfolio,Science Citation Index Expanded
479,Educational Research Review,Q1,Elsevier Sci Ltd,Social Sciences Citation Index
480,Journal of Public Policy and Marketing,Q1,,
481,Quarterly Journal of the Royal Meteorological Society,Q1,Wiley,Science Citation Index Expanded
482,Information Systems Research,Q1,Informs,Social Sciences Citation Index
483,Journal of Travel Research,Q1,Sage Publications Inc,Social Sciences Citation Index
484,EMS Surveys in Mathematical Sciences,Q1,European Mathematical Soc-Ems,Emerging Sources Citation Index
485,FEMS Microbiology Reviews,Q1,Oxford Univ Press,Science Citation Index Expanded
486,Journal of World Business,Q1,Elsevier Science Inc,Social Sciences Citation Index
487,Molecular Aspects of Medicine,Q1,Elsevier,Science Citation Index Expanded | Scopus
488,Journal of Economic Growth,Q1,Springer,Social Sciences Citation Index
489,Renewable and Sustainable Energy Reviews,Q1,, | Scopus
490,Journal of Product Innovation Management,Q1,Wiley,Science Citation Index Expanded | Social Sciences Citation Index | Scopus
491,IEEE/CAA Journal of Automatica Sinica,Q1,, | Scopus
492,Duke Mathematical Journal,Q1,Duke Univ Press,Science Citation Index Expanded
493,Circulation: Heart Failure,Q1,,
494,Trends in Plant Science,Q1,Cell Press,Science Citation Index Expanded
495,Current Opinion in Structural Biology,Q1,Current Biology Ltd,Science Citation Index Expanded
496,Current Opinion in Plant Biology,Q1,Current Biology Ltd,Science Citation Index Expanded
497,International Materials Reviews,Q1,Taylor & Francis Ltd,Science Citation Index Expanded
498,Transportation Research Part B: Methodological,Q1,, | Scopus
499,Surface Science Reports,Q1,Elsevier,Science Citation Index Expanded | Scopus
500,RAND Journal of Economics,Q1,Wiley,Social Sciences Citation Index
501,npj Vaccines,Q1,Nature Portfolio,Science Citation Index Expanded
502,npj Flexible Electronics,Q1,Nature Portfolio,Science Citation Index Expanded
503,Medical Image Analysis,Q1,Elsevier,Science Citation Index Expanded | Scopus
504,IEEE Transactions on Industrial Electronics,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
505,Contemporary Educational Psychology,Q1,Academic Press Inc Elsevier Science,Social Sciences Citation Index
506,Systematic Biology,Q1,Oxford Univ Press,Science Citation Index Expanded
507,"Journal of Neurology, Neurosurgery and Psychiatry",Q1,, | Scopus
508,Strategic Entrepreneurship Journal,Q1,Wiley,Social Sciences Citation Index
509,Progress in Lipid Research,Q1,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded
510,Journal of Materials Chemistry A,Q1,Royal Soc Chemistry,Science Citation Index Expanded
511,Laser and Photonics Reviews,Q1,, | Scopus
512,Journal of Development Economics,Q1,Elsevier,Social Sciences Citation Index
513,Journal of Business Logistics,Q1,Wiley,Social Sciences Citation Index | Scopus
514,Thorax,Q1,Bmj Publishing Group,Science Citation Index Expanded
515,Foundations and Trends in Information Retrieval,Q1,Now Publishers Inc,Science Citation Index Expanded | Scopus
516,Environmental Science & Technology,Q1,Amer Chemical Soc,Science Citation Index Expanded
517,Production and Operations Management,Q1,Wiley,Science Citation Index Expanded
518,Physical Review Letters,Q1,Amer Physical Soc,Science Citation Index Expanded
519,Review of Environmental Economics and Policy,Q1,Univ Chicago Press,Social Sciences Citation Index
520,Stata Journal,Q1,Sage Publications Inc,Science Citation Index Expanded | Social Sciences Citation Index
521,Seminars in Cancer Biology,Q1,Academic Press Ltd- Elsevier Science Ltd,Science Citation Index Expanded
522,Human Resource Management Review,Q1,Elsevier,Social Sciences Citation Index | Scopus
523,Health Psychology Review,Q1,Routledge Journals,Social Sciences Citation Index
524,Annals of Probability,Q1,Inst Mathematical Statistics-Ims,Science Citation Index Expanded
525,IEEE Wireless Communications Letters,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
526,"Astrophysical Journal, Supplement Series",Q1,, | Scopus
527,Journal of Thrombosis and Haemostasis,Q1,Elsevier Science Inc,Science Citation Index Expanded
528,Conservation Letters,Q1,Wiley,Science Citation Index Expanded | Scopus
529,Journal of the Association of Environmental and Resource Economists,Q1,Univ Chicago Press,Social Sciences Citation Index
530,Journal of Urban Economics,Q1,Academic Press Inc Elsevier Science,Social Sciences Citation Index
531,Environment international,Q1,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded
532,IUCrJ,Q1,Int Union Crystallography,Science Citation Index Expanded
533,Blood advances,Q1,Elsevier,Science Citation Index Expanded
534,American Journal of Obstetrics and Gynecology,Q1,Mosby-Elsevier,Science Citation Index Expanded
535,Journal of Management Information Systems,Q1,Routledge Journals,Science Citation Index Expanded | Social Sciences Citation Index
536,Pharmacology and Therapeutics,Q1,, | Scopus
537,Political Communication,Q1,Taylor & Francis Inc,Social Sciences Citation Index
538,Journal of Advanced Ceramics,Q1,Tsinghua Univ Press,Science Citation Index Expanded
539,Sleep Medicine Reviews,Q1,W B Saunders Co Ltd,Science Citation Index Expanded
540,Emerging Infectious Diseases,Q1,Centers Disease Control & Prevention,Science Citation Index Expanded
541,Journal of Politics,Q1,Univ Chicago Press,Social Sciences Citation Index
542,New Phytologist,Q1,Wiley,Science Citation Index Expanded | Scopus
543,IEEE Journal of Solid-State Circuits,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
